,Lat,Cloudiness,Humidity,Max Temp,Wind Speed
244,49.17,100.0,48.0,60.00800000000001,0.67
245,65.85,100.0,96.0,33.02600000000009,2.94
246,1.49,40.0,94.0,77.0,0.5
247,-34.05,78.0,79.0,60.22400000000002,1.38
248,-23.4,0.0,23.0,71.00600000000003,3.32
249,-40.81,80.0,37.0,75.70400000000006,7.41
250,42.03,20.0,93.0,53.6,3.1
251,-21.05,73.0,78.0,70.66400000000004,2.96
252,21.46,0.0,81.0,78.8180000000001,8.57
253,-37.83,75.0,93.0,51.8,2.2
254,30.38,28.0,40.0,42.854000000000056,2.57
255,50.68,88.0,95.0,31.51400000000003,6.02
256,-32.03,2.0,85.0,60.998000000000026,4.03
257,35.51,18.0,82.0,57.2,5.7
258,-21.64,43.0,69.0,75.2,5.1
259,-29.68,20.0,56.0,71.6,2.6
260,58.52,75.0,60.0,41.0,6.7
261,50.36,96.0,64.0,39.77600000000009,3.0
262,44.17,23.0,32.0,59.18000000000004,3.13
263,-34.48,18.0,89.0,57.74000000000002,1.85
264,29.96,81.0,78.0,60.314000000000036,4.18
265,22.29,100.0,78.0,71.00600000000003,2.24
266,7.38,88.0,70.0,81.68000000000004,5.62
267,46.49,100.0,48.0,47.33600000000007,0.94
268,48.83,75.0,91.0,32.0,6.2
269,36.08,0.0,59.0,65.91200000000006,2.12
270,-4.76,94.0,89.0,77.792,2.37
271,20.93,58.0,77.0,66.2,7.2
272,53.19,30.0,68.0,35.780000000000044,3.55
273,4.48,20.0,94.0,77.0,1.78
274,23.6,8.0,29.0,81.734,1.05
275,-20.33,90.0,78.0,75.99199999999999,7.7
276,50.92,70.0,70.0,36.75200000000008,2.89
277,15.4,40.0,85.0,78.674,1.35
278,58.0,78.0,89.0,25.952000000000076,4.16
279,50.1,20.0,33.0,42.8,6.2
280,39.89,100.0,87.0,60.8,6.7
281,70.86,90.0,93.0,37.4,12.3
282,70.47,40.0,78.0,10.399999999999999,5.7
283,46.42,97.0,71.0,55.400000000000006,0.49
284,65.61,100.0,97.0,37.18399999999999,7.76
285,64.89,98.0,84.0,42.11600000000001,12.56
286,52.79,100.0,94.0,48.992,6.67
287,-21.34,6.0,78.0,71.6,3.1
288,-2.73,96.0,61.0,66.92000000000007,1.89
289,6.88,72.0,70.0,85.58600000000007,3.7
290,11.28,13.0,64.0,80.11400000000003,9.63
291,10.62,77.0,80.0,80.18600000000006,1.73
292,-6.88,52.0,82.0,81.28399999999999,1.91
293,-10.62,94.0,68.0,84.36200000000005,2.22
294,42.9,98.0,52.0,46.43600000000007,3.31
295,-14.54,6.0,87.0,76.44200000000001,3.04
296,13.07,40.0,69.0,80.6,7.2
297,62.58,20.0,73.0,35.00600000000003,1.0
298,21.78,66.0,79.0,81.734,7.8
299,14.42,20.0,77.0,69.80000000000001,9.3
300,5.38,75.0,83.0,79.66400000000004,5.75
301,64.75,90.0,78.0,12.2,6.0
302,14.05,74.0,78.0,82.27400000000002,5.17
303,64.86,90.0,56.0,46.99400000000007,0.55
304,30.06,0.0,72.0,64.4,4.6
305,63.18,43.0,80.0,33.8,6.7
306,40.8,18.0,73.0,60.00800000000001,2.68
307,39.78,86.0,70.0,46.4,2.1
308,28.23,28.0,36.0,61.538000000000046,2.19
309,61.22,90.0,81.0,44.00600000000003,1.5
310,3.38,92.0,61.0,83.24600000000005,1.66
311,-46.13,74.0,94.0,51.998000000000026,2.24
312,51.13,70.0,57.0,29.894000000000073,1.61
313,4.95,83.0,90.0,78.11600000000001,1.8
314,49.78,75.0,86.0,26.6,2.1
315,-23.7,31.0,55.0,62.6,2.6
316,59.76,17.0,55.0,42.008,1.34
317,-22.12,0.0,91.0,57.992,1.83
318,52.01,75.0,63.0,41.0,6.0
319,43.75,97.0,67.0,39.992,2.36
320,7.71,69.0,81.0,80.06000000000009,2.98
321,-8.51,70.0,72.0,76.73000000000005,5.23
322,55.33,49.0,90.0,32.342,3.35
323,62.23,2.0,86.0,39.2,1.0
324,-22.28,30.0,65.0,78.99800000000002,1.5
325,7.77,40.0,48.0,87.80000000000001,4.1
326,26.12,75.0,83.0,71.6,3.1
327,46.62,5.0,75.0,42.8,1.5
328,68.22,90.0,80.0,33.8,3.1
329,15.44,83.0,61.0,84.59600000000006,0.86
330,12.48,0.0,57.0,80.6,3.1
331,37.57,1.0,76.0,51.8,1.87
332,61.01,99.0,93.0,34.73600000000007,2.9
333,-8.77,79.0,71.0,84.02000000000007,1.33
334,25.7,19.0,44.0,52.358000000000004,1.93
335,36.13,96.0,88.0,62.6,2.6
336,54.67,0.0,74.0,35.6,4.0
337,-14.25,84.0,66.0,86.18000000000004,0.71
338,-31.25,0.0,34.0,69.00800000000001,3.13
339,50.98,97.0,38.0,41.0,2.6
340,-19.06,13.0,70.0,84.2,5.7
341,29.13,0.0,44.0,65.94800000000004,3.54
342,51.03,95.0,89.0,53.00600000000003,1.79
343,50.75,72.0,75.0,37.90400000000005,4.51
344,23.12,99.0,99.0,75.99199999999999,2.11
345,29.85,100.0,41.0,57.68600000000007,1.16
346,36.39,40.0,93.0,62.6,2.1
347,41.35,30.0,92.0,55.004000000000055,1.18
348,34.41,40.0,63.0,64.4,3.1
349,-33.87,46.0,71.0,57.2,7.2
350,-0.95,79.0,75.0,78.98000000000005,2.08
351,59.38,40.0,94.0,19.382000000000016,4.78
352,30.09,75.0,69.0,78.80000000000001,4.1
353,50.81,40.0,51.0,39.2,3.0
354,-0.88,13.0,72.0,85.24400000000009,0.85
355,46.72,90.0,24.0,44.99600000000005,4.1
356,67.86,0.0,68.0,28.4,5.7
357,-6.22,76.0,65.0,85.08200000000002,0.33
358,46.54,79.0,63.0,43.93399999999999,5.17
359,47.67,75.0,90.0,35.00600000000003,3.6
360,54.02,100.0,66.0,46.11200000000006,2.9
361,49.49,59.0,55.0,42.78200000000002,1.62
362,-3.37,91.0,70.0,85.5680000000001,0.64
363,37.22,0.0,67.0,60.8,3.1
364,-29.95,0.0,87.0,59.0,5.1
365,-20.23,100.0,76.0,78.7100000000001,4.27
366,-3.75,75.0,83.0,78.80000000000001,2.1
367,58.13,95.0,88.0,45.53600000000007,3.83
368,12.18,15.0,81.0,82.00400000000005,5.64
369,78.22,75.0,96.0,32.0,3.1
370,-2.08,74.0,71.0,66.45200000000008,0.99
371,-33.02,1.0,78.0,65.94800000000004,5.05
372,38.42,1.0,52.0,68.0,6.2
373,34.67,75.0,93.0,55.400000000000006,2.1
374,57.03,51.0,89.0,31.424000000000014,4.25
375,-31.95,90.0,62.0,55.400000000000006,2.6
376,28.71,90.0,65.0,78.80000000000001,4.1
377,50.23,1.0,50.0,30.2,10.8
378,34.64,90.0,82.0,57.2,4.1
379,-38.0,33.0,68.0,68.0,3.6
380,-45.87,100.0,96.0,51.00800000000001,1.34
381,-13.68,5.0,63.0,63.391999999999996,2.34
382,44.65,60.0,23.0,42.008,0.45
383,-25.3,65.0,83.0,77.0,1.0
384,50.05,70.0,75.0,41.12600000000009,3.76
385,42.16,90.0,26.0,48.2,7.7
386,38.92,75.0,41.0,60.998000000000026,2.6
387,61.01,93.0,97.0,31.73000000000004,4.24
388,42.43,56.0,63.0,45.98600000000007,2.78
389,-45.42,78.0,60.0,50.342,5.57
390,26.4,100.0,81.0,70.77200000000005,0.73
391,33.36,20.0,62.0,59.0,3.6
392,39.83,20.0,54.0,53.6,3.6
393,-24.51,40.0,78.0,51.63800000000005,1.04
394,-35.1,65.0,88.0,66.99199999999999,3.58
395,-18.17,75.0,94.0,71.6,3.1
396,-0.18,99.0,89.0,77.07200000000003,1.69
397,-34.2,27.0,71.0,55.400000000000006,4.1
398,50.2,75.0,36.0,30.991999999999997,7.2
399,18.69,0.0,14.0,77.9,1.59
400,43.55,20.0,29.0,51.8,5.1
401,65.61,100.0,86.0,39.2,12.3
402,-6.22,45.0,64.0,86.66600000000001,0.43
403,14.73,19.0,13.0,91.38200000000002,2.82
404,46.08,63.0,70.0,46.004000000000055,1.0
405,-35.57,99.0,80.0,57.00200000000008,0.45
406,-37.72,94.0,32.0,80.6,0.96
407,69.38,97.0,94.0,11.03000000000004,4.6
408,-39.03,41.0,36.0,77.0,3.97
409,57.79,72.0,85.0,25.178000000000065,6.36
410,-17.48,35.0,93.0,66.2,0.5
411,0.53,17.0,74.0,84.50600000000003,3.84
412,63.2,100.0,91.0,38.67800000000007,7.87
413,-12.19,1.0,77.0,73.292,0.79
414,51.63,100.0,72.0,37.61600000000001,6.52
415,60.82,75.0,74.0,33.8,2.1
416,16.52,31.0,43.0,87.8180000000001,0.49
417,20.5,86.0,21.0,85.53200000000001,5.46
418,50.32,45.0,43.0,50.360000000000085,2.6
419,8.41,36.0,19.0,76.69400000000007,1.35
420,64.25,100.0,91.0,32.99000000000002,2.51
421,63.75,90.0,78.0,8.599999999999998,1.5
422,-9.01,5.0,81.0,80.31200000000007,2.69
423,13.59,100.0,78.0,79.21400000000003,1.14
424,-6.72,75.0,94.0,75.2,4.6
425,5.38,99.0,76.0,79.79000000000002,0.95
426,33.66,1.0,41.0,75.2,4.1
427,-13.7,49.0,69.0,75.2,10.3
428,60.39,40.0,73.0,39.00200000000008,4.6
429,-11.38,12.0,71.0,83.49800000000002,5.78
430,-10.07,30.0,75.0,73.61600000000001,3.45
431,67.45,99.0,92.0,1.4720000000000368,4.97
432,-20.1,33.0,53.0,82.63399999999999,2.11
433,37.73,20.0,76.0,55.400000000000006,1.0
434,31.22,20.0,88.0,62.6,3.6
435,-0.32,55.0,93.0,74.89400000000008,0.46
436,53.6,12.0,91.0,41.0,0.89
437,-15.2,17.0,66.0,74.174,3.26
438,-21.98,23.0,34.0,66.2,2.1
439,-25.17,0.0,68.0,71.90600000000003,1.59
440,14.3,75.0,52.0,91.4,5.1
441,15.85,40.0,79.0,87.80000000000001,3.1
442,-17.0,75.0,87.0,80.99600000000005,0.64
443,57.84,72.0,84.0,25.232000000000017,6.41
444,-6.13,44.0,86.0,78.98000000000005,0.84
445,-8.47,100.0,69.0,68.03600000000007,1.66
446,5.35,62.0,73.0,83.73200000000003,4.55
447,16.86,5.0,70.0,84.2,4.6
448,20.0,0.0,19.0,85.55000000000001,1.84
449,9.9,98.0,55.0,86.39600000000004,5.77
450,-3.33,26.0,72.0,84.21800000000009,0.55
451,-35.33,82.0,83.0,59.61200000000006,4.04
452,-4.6,64.0,63.0,62.25800000000001,2.6
453,42.12,0.0,34.0,50.88200000000002,2.39
454,40.43,65.0,66.0,55.400000000000006,1.0
455,51.26,90.0,37.0,33.8,5.7
456,-35.72,0.0,85.0,59.0,1.45
457,39.15,1.0,55.0,66.00200000000008,6.7
458,70.37,75.0,96.0,35.6,8.7
459,2.84,100.0,85.0,72.30200000000008,1.87
460,24.8,75.0,94.0,73.4,2.1
461,-33.04,67.0,33.0,71.6,3.1
462,36.42,65.0,36.0,52.34000000000002,1.29
463,28.96,28.0,72.0,66.2,2.1
464,31.31,1.0,14.0,77.0,11.3
465,-3.14,90.0,94.0,77.0,4.6
466,69.7,22.0,92.0,8.006000000000029,3.86
467,-3.48,100.0,75.0,71.29400000000007,0.27
468,43.55,40.0,93.0,53.6,1.5
469,-13.28,23.0,80.0,74.26400000000004,0.84
470,58.96,90.0,85.0,13.891999999999996,2.24
471,54.43,100.0,84.0,23.03600000000007,5.28
472,66.04,42.0,70.0,44.6,10.3
473,60.4,10.0,86.0,42.8,4.1
474,53.02,22.0,82.0,33.71000000000008,5.45
475,37.72,20.0,76.0,55.400000000000006,1.0
476,66.0,46.0,59.0,3.1999999999999993,2.0
477,43.2,55.0,53.0,50.99000000000002,3.47
478,51.22,3.0,50.0,42.008,1.34
479,7.13,100.0,57.0,60.42200000000004,1.36
480,-9.43,90.0,100.0,77.0,1.5
481,43.17,0.0,55.0,46.65200000000008,0.54
482,-34.65,0.0,73.0,64.99400000000009,3.24
483,66.03,65.0,91.0,31.76600000000001,3.76
484,20.89,20.0,48.0,84.2,7.7
485,35.73,75.0,93.0,55.400000000000006,4.6
486,17.65,20.0,88.0,82.4,2.1
487,6.3,99.0,87.0,82.04000000000002,4.57
488,40.85,0.0,60.0,56.01200000000006,0.58
489,-6.05,93.0,81.0,70.808,0.55
490,40.81,99.0,48.0,39.2,2.0
491,33.85,75.0,45.0,69.00800000000001,4.1
492,54.17,0.0,74.0,31.748000000000026,0.81
493,60.47,13.0,92.0,15.38600000000007,7.04
494,60.87,90.0,90.0,32.162000000000056,1.23
495,20.52,61.0,24.0,75.61400000000003,2.39
496,53.86,94.0,70.0,29.06600000000001,3.97
497,12.35,38.0,14.0,74.87600000000009,4.72
498,63.72,100.0,96.0,32.108000000000004,2.14
499,20.7,40.0,69.0,78.99800000000002,6.7
500,52.42,72.0,79.0,34.16000000000008,5.41
501,1.55,40.0,94.0,78.80000000000001,1.0
502,66.83,100.0,97.0,35.438000000000045,6.65
503,39.09,93.0,52.0,50.306000000000026,0.65
504,67.8,57.0,78.0,-0.20199999999997686,4.91
505,11.0,15.0,72.0,83.82200000000003,4.69
506,36.11,75.0,16.0,75.99199999999999,2.1
507,6.27,92.0,49.0,74.984,1.16
508,53.96,3.0,59.0,38.87600000000009,3.71
509,12.22,18.0,80.0,82.058,5.64
510,40.66,5.0,74.0,37.4,1.5
511,61.51,41.0,97.0,24.890000000000022,2.52
512,53.05,0.0,59.0,37.4,1.0
513,20.45,100.0,88.0,75.2,1.5
514,-22.82,22.0,81.0,74.084,3.21
515,-2.67,98.0,72.0,83.01200000000006,0.56
516,42.78,11.0,57.0,48.2,2.1
517,-35.35,0.0,48.0,62.6,6.2
518,52.67,47.0,56.0,28.994000000000074,2.75
519,-23.35,16.0,88.0,69.20600000000003,0.89
520,18.73,40.0,35.0,87.80000000000001,7.7
521,7.99,24.0,73.0,84.52400000000002,3.75
522,1.0,100.0,91.0,74.35400000000006,0.71
523,2.77,100.0,80.0,69.20600000000003,2.07
524,-2.95,100.0,83.0,68.48600000000008,0.53
525,-7.84,75.0,88.0,69.80000000000001,5.1
526,-8.35,87.0,75.0,80.834,1.63
527,47.01,100.0,66.0,51.440000000000026,1.08
528,14.35,75.0,78.0,82.4,1.0
529,39.27,100.0,81.0,49.58600000000007,4.23
530,48.4,20.0,24.0,46.4,6.2
531,-5.95,49.0,66.0,71.924,1.48
532,58.39,78.0,92.0,33.602000000000075,1.68
533,33.07,20.0,67.0,62.6,3.1
534,-5.12,100.0,95.0,75.14600000000004,0.27
535,46.33,36.0,70.0,44.99600000000005,1.0
536,5.67,16.0,74.0,85.26200000000006,4.84
537,-5.09,75.0,83.0,82.4,1.52
538,3.78,40.0,72.0,85.13600000000008,3.93
539,-5.97,77.0,81.0,73.184,1.91
540,13.22,40.0,69.0,80.6,7.2
541,51.38,100.0,91.0,48.992,1.79
542,-17.88,35.0,31.0,78.566,3.31
543,17.42,97.0,71.0,79.23200000000003,2.37
544,-18.93,20.0,93.0,59.0,3.1
545,-44.7,77.0,49.0,52.43000000000004,3.78
546,9.49,27.0,75.0,81.21200000000006,3.83
547,5.52,65.0,90.0,79.30400000000006,2.32
548,2.18,88.0,88.0,73.54400000000007,1.45
549,-3.77,100.0,93.0,73.72400000000002,1.09
550,1.74,93.0,79.0,77.234,1.91
551,7.04,90.0,94.0,77.0,3.6
552,-33.73,56.0,25.0,78.80000000000001,1.5
